AP1RTT,AP1STDEV,AP2RTT,AP2STDEV,AP3RTT,AP3STDEV,x,y,predicted_x,predicted_y
9.625,0.604,5.491,0.24,9.045,0.791,2,2,2.726528571428571,1.0283586666666664
9.469,0.766,5.452,0.202,10.188,1.103,2,2,4.509527357142859,1.1701301666666675
9.664,0.688,5.491,0.271,8.928,0.876,2,2,2.5225920000000017,0.9865658333333337
9.547,0.603,5.491,0.256,8.811,0.925,2,2,2.5348937142857135,1.1114373333333327
9.586,0.723,5.53,0.245,8.957,0.834,2,2,2.6668895000000004,1.0938613333333334
9.625,0.72,5.53,0.295,8.84,0.859,2,2,2.4646410714285714,1.0522375000000002
9.547,0.708,5.608,0.198,9.045,0.809,2,2,2.8333440000000003,1.1835808333333329
9.547,0.678,5.53,0.228,8.723,0.949,2,2,2.42468,1.1353161666666662
9.508,0.777,5.53,0.189,9.28,1.198,2,2,3.194024000000001,1.176602000000001
9.547,0.751,5.491,0.235,9.631,1.046,2,2,3.615068000000001,1.1114373333333327
9.547,0.76,5.491,0.319,10.305,0.983,2,2,4.574843999999999,1.1114373333333327
9.508,0.761,5.53,0.216,10.246,1.008,2,2,4.541318000000002,1.176602000000001
9.469,0.811,5.608,0.155,9.543,1.112,2,2,3.6004919999999996,1.2659835000000004
9.469,0.738,5.569,0.207,8.899,0.81,2,2,2.7521599999999995,1.2417666666666671
9.625,0.706,5.569,0.226,8.957,0.76,2,2,2.613373142857143,1.0762853333333335
9.508,0.693,5.686,0.188,8.928,0.946,2,2,2.73622285714286,1.2738073333333344
9.586,0.73,5.569,0.193,10.305,0.921,2,2,4.521544928571428,1.1179091666666667
9.014,1.098,5.647,0.166,10.217,0.954,2,2,5.15249235714286,1.7575785000000013
9.43,0.804,5.686,0.176,9.602,0.966,2,2,3.7338217142857153,1.3558720000000004
9.469,0.809,5.569,0.232,10.246,0.928,2,2,4.594182500000001,1.2417666666666671
9.547,0.76,5.569,0.235,9.719,1.008,2,2,3.7366965714285705,1.1593639999999996
9.547,0.772,5.491,0.29,9.016,0.835,2,2,2.7959319285714286,1.1114373333333327
9.547,0.775,5.647,0.2,9.075,0.754,2,2,2.87217257142857,1.2079666666666662
9.508,0.774,5.491,0.206,9.602,0.913,2,2,3.6283100000000017,1.1527231666666675
9.469,0.782,5.53,0.281,9.485,1.071,2,2,3.5216617142857145,1.2177188333333337
9.586,0.739,5.647,0.203,10.393,0.957,2,2,4.651646642857144,1.1665118333333335
9.859,0.565,5.569,0.206,8.782,0.815,2,2,2.0659745,0.8229933333333332
9.703,0.674,5.608,0.123,9.045,0.774,2,2,2.6188440000000006,1.0167475000000001
9.625,0.668,5.491,0.241,9.543,0.958,2,2,3.387730285714286,1.0283586666666664
9.014,1.201,5.608,0.177,8.811,0.838,2,2,3.2415375000000006,1.7331926666666675
9.576,0.703,5.647,0.153,8.313,1.011,2,2,1.886156642857143,1.1771573888888882
9.092,1.201,5.53,0.175,8.313,0.948,2,2,2.531536071428572,1.6064686666666663
9.606,0.726,5.569,0.23,8.225,1.055,2,2,1.741099214285714,1.0965847222222227
9.586,0.738,5.569,0.219,8.371,0.947,2,2,1.9415889285714294,1.1179091666666667
8.545,1.374,5.569,0.229,8.547,0.963,2,2,3.5024417142857147,2.166485333333333
9.508,0.705,5.491,0.267,8.284,1.042,2,2,1.944470857142859,1.1527231666666675
9.508,0.776,5.491,0.197,8.225,1.008,2,2,1.8748972142857143,1.1527231666666675
9.352,0.809,5.569,0.185,8.284,0.982,2,2,2.1546251428571437,1.3641031666666663
9.547,0.702,5.686,0.156,8.284,0.964,2,2,1.891389071428572,1.2325214999999996
9.469,0.809,5.608,0.186,8.489,0.906,2,2,2.2429400000000013,1.2659835000000004
9.703,0.65,5.686,0.165,8.284,0.944,2,2,1.676889071428573,1.0656881666666669
9.508,0.764,5.686,0.154,8.284,0.964,2,2,1.9444708571428595,1.2738073333333344
9.43,0.774,5.53,0.197,8.342,0.959,2,2,2.118861714285715,1.258666666666667
9.937,0.54,5.569,0.175,8.371,0.955,2,2,1.4521194285714298,0.7372106666666672
9.742,0.645,5.53,0.192,8.284,0.96,2,2,1.622720857142857,0.9263519999999991
9.586,0.655,5.608,0.229,8.342,0.923,2,2,1.906969142857143,1.142126
9.586,0.766,5.608,0.138,8.43,0.914,2,2,2.0123931428571424,1.142126
9.092,1.141,5.725,0.206,8.342,0.944,2,2,2.5660357142857144,1.7283978333333327
9.859,0.637,5.569,0.175,8.342,0.978,2,2,1.5277916428571425,0.8229933333333332
9.664,0.647,5.647,0.154,8.313,0.912,2,2,1.7652195000000017,1.083095166666667
9.781,0.629,5.608,0.18,8.254,0.979,2,2,1.5328967857142848,0.9323168333333329
9.898,0.545,5.491,0.227,8.284,0.964,2,2,1.4038751428571439,0.7322598333333334
9.366,0.915,5.491,0.252,8.284,1.026,2,2,2.1359071428571443,1.3016180555555559
9.352,0.84,5.452,0.241,8.371,0.977,2,2,2.2581240714285715,1.2924666666666664
8.521,0.362,5.647,0.198,8.313,0.987,2,2,3.2498948571428574,2.2378426666666664
8.404,0.631,5.569,0.21,8.459,0.958,2,2,3.566247499999999,2.2992524999999997
9.586,0.716,5.608,0.171,9.514,0.937,2,2,3.4017714285714282,1.142126
9.664,0.774,5.647,0.147,8.987,0.751,2,2,2.5980909285714295,1.083095166666667
9.327,1.439,5.647,0.146,8.694,0.748,2,2,2.6851933571428575,1.4386488888888889
9.547,0.692,5.608,0.226,8.87,0.856,2,2,2.609406499999999,1.1835808333333329
9.508,0.506,5.647,0.203,8.401,1.033,2,2,2.0839097857142876,1.249252500000001
8.727,0.506,5.491,0.251,8.284,1.038,2,2,2.961723357142857,1.9439195555555548
9.742,0.74,5.491,0.254,8.664,0.892,2,2,2.082737999999998,0.9024731666666652
9.873,0.782,5.53,0.215,8.225,1.207,2,2,1.3696068571428575,0.7835983888888897
9.82,0.725,5.686,0.163,8.196,1.174,2,2,1.4101439999999994,0.9387886666666666
9.859,0.702,5.647,0.196,8.079,1.548,2,2,1.219311428571429,0.8715959999999998
9.898,0.579,5.53,0.24,8.284,1.123,2,2,1.403875142857145,0.7561386666666673
9.898,0.564,5.569,0.192,8.489,0.96,2,2,1.6494797857142873,0.7801865000000008
9.249,1.22,5.53,0.219,9.543,1.031,2,2,3.8946319999999983,1.4464943888888884
10.094,0.733,5.491,0.188,9.485,1.159,2,2,2.6483135000000004,0.5145691666666671
9.977,0.748,5.569,0.212,8.752,1.009,2,2,1.8612125000000008,0.6929573333333331
9.977,0.89,5.53,0.221,10.452,0.766,2,2,4.193126785714286,0.6689094999999996
9.898,1.568,5.53,0.197,9.455,1.002,2,2,2.8876157857142863,0.7561386666666673
9.977,0.772,5.647,0.2,8.43,1.144,2,2,1.466026499999999,0.7415599999999998
9.586,0.888,5.569,0.164,8.459,1.035,2,2,2.047377499999999,1.1179091666666667
9.469,0.923,5.491,0.283,10.041,1.035,2,2,4.297122857142859,1.1938400000000002
9.43,0.818,5.452,0.211,8.489,1.037,2,2,2.2955872142857157,1.2110780000000005
9.313,0.933,5.647,0.171,8.401,1.031,2,2,2.3460594285714285,1.4531466666666666
9.137,0.317,5.412,0.265,8.313,0.958,2,2,2.4729428571428573,1.4891652777777769
9.937,0.763,5.491,0.226,8.284,1.156,2,2,1.3486205000000016,0.6892840000000007
9.039,1.257,5.452,0.234,9.924,1.131,2,2,4.698732499999999,1.6122657222222228
8.844,0.187,5.686,0.177,9.309,2.869,2,2,4.102938928571429,1.9507922222222231
8.346,0.432,5.491,0.233,8.401,1.009,2,2,3.5657917857142865,2.305298055555556
8.404,0.339,5.569,0.215,9.592,1.012,2,2,5.027089142857144,2.2992524999999997
8.609,0.196,5.491,0.149,8.313,0.792,2,2,3.1422205714285725,2.0575666666666668
9.195,0.645,5.764,2.004,7.112,1.944,2,3,1.0737513571428565,1.6486483888888885
9.342,0.515,5.764,1.958,7.141,1.999,2,3,0.9086369285714275,1.4972628888888881
9.195,0.623,5.686,2.001,7.17,1.879,2,3,1.1329196428571422,1.5990317222222217
9.283,0.583,5.647,2.051,7.141,2.024,2,3,0.9871280000000003,1.4841400000000005
9.4,0.502,5.725,1.994,7.17,1.883,2,3,0.860635714285713,1.411979166666666
9.312,0.618,5.764,1.973,7.17,1.879,2,3,0.9782540000000007,1.5283528888888895
9.342,0.486,5.647,2.097,7.112,1.93,2,3,0.8791128571428561,1.4230913888888883
9.313,0.537,5.764,2.008,7.2,1.891,2,3,1.0077164999999997,1.5273181666666664
9.313,0.633,5.647,2.077,7.2,1.931,2,3,1.0077164999999997,1.4531466666666666
9.528,0.713,5.647,2.046,7.2,1.866,2,3,0.7183725714285711,1.2281013888888888
9.254,0.552,5.647,2.034,7.141,1.844,2,3,1.0255260714285725,1.5140051666666676
9.225,0.564,5.725,1.979,7.375,1.653,2,3,1.3064285714285724,1.5930555555555557
9.371,0.515,5.842,1.938,7.288,1.628,2,3,1.0213787857142853,1.5174068333333326
9.459,0.536,5.686,2.1,7.229,1.713,2,3,0.8418400000000006,1.3254397222222227
9.107,0.61,5.764,1.96,7.288,1.735,2,3,1.369821071428572,1.7381248333333343
9.342,0.491,5.686,2.012,7.346,1.882,2,3,1.1207679999999982,1.4476462222222213
9.371,0.485,5.725,2.008,7.434,1.696,2,3,1.1749082142857132,1.4422213333333325
9.518,0.452,5.725,1.983,7.375,1.691,2,3,0.9141643571428563,1.2879611666666655
9.342,0.477,5.842,1.996,7.375,1.664,2,3,1.151261499999999,1.5475555555555542
9.352,0.463,5.725,1.996,7.405,1.644,2,3,1.1695800714285711,1.4619844999999994
9.459,0.414,5.803,2.069,7.112,1.93,2,3,0.721990214285715,1.4001182222222222
9.342,0.478,5.725,2.051,7.17,1.955,2,3,0.9382811428571415,1.4723700555555546
9.371,0.463,5.764,1.992,7.258,1.881,2,3,0.9902087857142854,1.467114166666666
9.195,0.629,5.725,2.009,7.229,2.025,2,3,1.1936011428571431,1.623755555555555
9.342,0.481,5.725,1.993,7.288,1.943,2,3,1.0601414285714275,1.4723700555555546
9.254,0.499,5.725,2.068,7.346,1.894,2,3,1.2376571428571437,1.5632838333333339
9.166,0.599,5.764,1.987,7.229,1.85,2,3,1.231634642857143,1.6782299999999999
9.209,0.757,5.725,2.071,7.258,1.799,2,3,1.2052059285714292,1.6094413333333337
9.312,0.48,5.803,2.07,7.229,1.909,2,3,1.0389355000000007,1.5534147222222225
9.312,0.546,5.803,1.985,7.2,1.801,2,3,1.009046857142858,1.5534147222222225
9.283,0.559,5.803,2.025,7.288,1.959,2,3,1.1386325,1.5833733333333333
9.166,0.529,5.686,2.114,7.2,1.76,2,3,1.2017460000000002,1.628613333333333
9.4,0.432,5.842,1.951,7.258,1.778,2,3,0.9513259999999987,1.4871646666666658
9.342,0.507,5.803,2.073,7.258,1.893,2,3,1.028971428571428,1.5223247222222211
9.79,0.609,5.842,1.994,7.288,2.031,2,3,0.44791742857143046,1.071381333333334
9.283,0.586,5.686,2.129,7.17,1.774,2,3,1.0167722142857147,1.5086948333333337
9.166,0.66,5.803,1.982,7.258,1.966,2,3,1.2616434285714289,1.7032918333333331
9.547,0.329,5.803,2.029,7.229,1.893,2,3,0.7223737142857141,1.3071999999999993
9.586,1.036,5.686,2.071,7.258,1.893,2,3,0.6990834285714291,1.1910666666666667
9.039,0.706,5.842,2.01,7.258,1.958,2,3,1.4267887857142854,1.8569690555555556
9.283,0.406,5.842,1.965,7.288,1.831,2,3,1.138632500000001,1.6086041666666666
9.459,0.296,5.842,2.038,7.229,1.932,2,3,0.8418400000000007,1.4253490555555557
9.039,0.512,5.764,2.091,7.2,2.031,2,3,1.3668913571428578,1.8066763888888895
9.664,0.156,5.764,2.105,7.229,1.884,2,3,0.5618246428571437,1.1572666666666673
8.375,0.913,5.686,2.087,7.258,1.952,2,3,2.2527099285714294,2.399442833333333
8.99,0.607,5.647,2.048,7.2,1.865,2,3,1.4299928571428568,1.7815838333333327
11.422,0.533,5.764,1.959,7.99,1.872,2,3,-1.2587131428571428,-0.9021326666666667
8.99,1.719,5.764,2.002,7.375,1.822,2,3,1.6121803571428563,1.855755333333333
8.844,0.662,5.764,1.946,7.053,1.907,2,3,1.4663195000000002,2.0004088888888902
9.459,0.309,5.803,1.913,7.17,1.788,2,3,0.7811585000000008,1.4001182222222222
9.898,0.165,5.842,1.837,7.2,1.779,2,3,0.20497114285714407,0.9532533333333338
9.283,0.603,5.842,1.818,7.17,1.762,2,3,1.0167722142857138,1.6086041666666666
9.195,0.73,5.647,1.975,7.229,1.678,2,3,1.1936011428571425,1.5744768888888887
9.704,0.204,5.803,1.831,7.17,1.82,2,3,0.4458059999999994,1.1392884999999995
9.576,0.45,5.686,1.881,7.258,1.741,2,3,0.7127705714285709,1.2017122222222216
9.371,0.5,5.569,1.926,7.2,1.866,2,3,0.9303113571428564,1.3443399999999994
9.195,0.547,5.764,1.874,7.2,1.815,2,3,1.1637124999999995,1.6486483888888885
9.225,0.53,5.764,1.773,7.17,1.903,2,3,1.0934482142857147,1.6179483888888895
8.961,0.651,5.686,1.897,7.2,1.916,2,3,1.4671770714285717,1.8350597222222225
9.166,0.592,5.764,1.862,7.317,1.838,2,3,1.3230666428571436,1.6782299999999999
9.195,0.71,5.842,1.924,7.346,1.762,2,3,1.3154064999999997,1.6989410555555546
9.131,1.296,5.764,1.95,7.288,1.686,2,3,1.3385559285714275,1.7138075
9.371,0.56,5.803,1.912,7.258,1.782,2,3,0.9902087857142854,1.492175999999999
9.246,0.612,5.803,1.908,7.17,1.801,2,3,1.065741714285714,1.621460722222222
9.518,0.447,5.725,1.936,7.2,1.825,2,3,0.7319768571428564,1.2879611666666655
9.137,0.516,5.608,1.928,7.317,1.749,2,3,1.3609799999999996,1.6091608333333325
9.019,0.564,5.842,1.807,7.288,1.765,2,3,1.4837559285714295,1.8770334999999998
9.342,0.491,5.686,1.929,7.258,1.839,2,3,1.028971428571428,1.4476462222222213
9.371,0.444,5.686,1.961,7.141,1.821,2,3,0.8698742857142848,1.4174974999999992
9.4,0.468,5.686,2.002,7.229,1.751,2,3,0.9213172142857138,1.3872553333333324
9.049,0.698,5.686,1.984,7.2,1.807,2,3,1.3539713571428575,1.7470108333333336
9.635,0.373,5.764,1.93,7.229,1.772,2,3,0.6018011428571431,1.1883595000000005
9.166,0.585,5.764,1.987,7.141,1.852,2,3,1.1413089285714286,1.6782299999999999
9.283,0.487,5.803,1.933,7.2,1.789,2,3,1.0475650714285718,1.5833733333333333
9.019,0.576,5.764,1.947,7.258,1.839,2,3,1.4525859285714295,1.8267408333333337
9.107,0.616,5.725,1.994,7.258,1.819,2,3,1.3386510714285726,1.7132320000000008
9.371,0.595,5.725,1.935,7.288,1.808,2,3,1.021378785714285,1.4422213333333325
9.117,1.319,5.842,1.908,7.229,1.814,2,3,1.295625142857142,1.778293055555554
9.019,0.668,5.803,1.968,7.346,1.706,2,3,1.5443824999999995,1.8518026666666667
9.283,0.444,5.686,2.046,7.258,1.724,2,3,1.107462500000001,1.5086948333333337
9.557,0.525,5.842,1.892,7.288,1.686,2,3,0.7699067857142856,1.3218174999999992
9.587,0.519,5.725,1.937,7.288,1.728,2,3,0.728883928571429,1.2147253333333334
9.43,0.489,5.803,1.944,7.2,1.883,2,3,0.8510785714285721,1.4305505
9.107,0.646,5.842,1.951,7.141,1.822,2,3,1.2183165714285722,1.7884175000000004
9.371,0.508,5.764,1.892,7.258,1.8,2,3,0.9902087857142854,1.467114166666666
9.254,1.074,5.725,1.978,7.17,1.802,2,3,1.0551702857142864,1.5632838333333339
9.342,0.52,5.725,1.909,7.17,1.798,2,3,0.9382811428571415,1.4723700555555546
9.254,0.52,5.686,1.915,7.229,1.837,2,3,1.1158517857142871,1.5385600000000008
9.488,0.431,5.803,1.927,7.258,1.821,2,3,0.8326014285714295,1.3695924999999998
9.43,0.482,5.764,1.89,7.288,1.812,2,3,0.942146,1.4054886666666673
9.283,0.508,5.725,1.936,7.346,1.714,2,3,1.1992590714285716,1.5334186666666667
9.195,0.61,5.686,1.956,7.2,1.777,2,3,1.1637124999999995,1.5990317222222217
9.195,0.583,5.842,1.896,7.17,1.784,2,3,1.1329196428571415,1.6989410555555546
9.79,0.736,5.764,1.904,7.258,1.705,2,3,0.4167474285714304,1.0210886666666679
9.43,0.527,5.725,1.909,7.141,1.903,2,3,0.7906415000000001,1.3805958333333335
9.313,0.538,5.764,1.961,7.053,1.944,2,3,0.8580599999999988,1.5273181666666664
9.078,0.6,5.725,1.909,7.17,1.742,2,3,1.2856297142857152,1.7425300555555565
9.371,0.448,5.686,1.988,7.258,1.736,2,3,0.9902087857142854,1.4174974999999992
9.459,0.535,5.842,1.879,7.229,1.774,2,3,0.8418400000000007,1.4253490555555557
9.4,0.471,5.686,1.955,7.17,1.782,2,3,0.8606357142857136,1.3872553333333324
9.254,0.49,5.842,1.899,7.112,1.827,2,3,0.9960020000000014,1.6384693333333338
9.166,0.645,5.725,1.953,7.229,1.83,2,3,1.2316346428571434,1.6533371666666663
9.342,0.559,5.842,1.922,7.229,1.713,2,3,0.9989626428571422,1.5475555555555542
9.156,0.607,5.764,1.944,7.2,1.801,2,3,1.2148331428571422,1.6884088888888884
9.195,0.585,5.803,1.959,7.141,1.955,2,3,1.103275428571428,1.6737102222222215
9.43,0.451,5.725,2.009,7.258,1.885,2,3,0.9109760000000006,1.3805958333333335
9.371,0.452,5.725,1.936,7.17,1.748,2,3,0.8995184999999988,1.4422213333333325
9.254,0.446,5.842,1.936,7.2,1.825,2,3,1.0859631428571441,1.6384693333333338
9.518,0.448,5.764,1.962,7.083,1.948,2,3,0.612611785714284,1.312853999999999
9.137,0.631,5.842,1.922,7.141,1.877,2,3,1.1792222857142847,1.7580108333333324
9.108,0.724,5.686,1.984,7.2,1.864,2,3,1.277452571428571,1.6874962222222214
9.225,0.613,5.686,2.001,7.258,1.8,2,3,1.184138500000001,1.5683317222222226
9.108,0.592,5.686,1.944,7.17,1.889,2,3,1.2466597142857136,1.6874962222222214
9.254,0.563,5.647,2.047,7.141,1.869,2,3,1.0255260714285725,1.5140051666666676
9.166,0.565,5.686,2.03,7.141,1.893,2,3,1.1413089285714286,1.628613333333333
8.858,1.266,5.803,1.969,7.141,1.816,2,3,1.537836928571428,2.0117024999999993
9.382,0.467,5.647,2.089,7.2,1.869,2,3,0.9155768571428576,1.3814825000000002
9.049,0.584,5.686,2.116,7.2,1.803,2,3,1.3539713571428575,1.7470108333333336
9.225,0.574,5.725,2.037,7.024,1.968,2,3,0.9454250714285719,1.5930555555555557
9.606,0.342,5.842,2.008,7.141,1.777,2,3,0.5513317857142862,1.2696515555555559
9.488,0.698,5.725,1.993,7.141,1.774,2,3,0.7122669285714284,1.3196378333333334
9.43,0.42,5.842,1.83,7.2,1.75,2,3,0.8510785714285722,1.4557813333333334
9.459,0.428,5.764,2.019,7.082,1.882,2,3,0.6915745000000004,1.3750563888888896
9.371,0.515,5.842,2.01,7.141,1.763,2,3,0.8698742857142846,1.5174068333333326
9.693,0.413,5.842,1.994,7.112,1.832,2,3,0.40187821428571513,1.176373055555556
9.43,0.57,5.803,2.028,7.258,1.698,2,3,0.910976000000001,1.4305505
9.606,0.486,5.686,2.073,7.17,1.888,2,3,0.5809760000000007,1.1697422222222227
9.606,0.451,5.842,1.951,7.141,1.9,2,3,0.5513317857142862,1.2696515555555559
9.518,0.466,5.842,2.009,7.083,1.942,2,3,0.6126117857142849,1.3631466666666654
9.635,0.32,5.842,1.979,7.2,1.747,2,3,0.5719125000000004,1.2386521666666666
9.4,0.488,5.842,1.993,7.258,1.744,2,3,0.9513259999999987,1.4871646666666658
9.606,0.287,5.725,2.065,7.112,1.827,2,3,0.5218077142857156,1.1944660555555557
9.518,0.448,5.764,1.992,7.112,1.85,2,3,0.6420157142857134,1.312853999999999
9.488,0.416,5.647,2.091,7.141,1.822,2,3,0.7122669285714289,1.270359166666667
9.469,0.402,5.764,2.034,7.2,1.788,2,3,0.798431357142858,1.3645408333333342
9.606,0.342,5.803,1.828,7.112,1.874,2,3,0.5218077142857149,1.2444207222222223
9.997,0.618,5.764,1.887,7.053,2.004,2,3,-0.08537142857142968,0.7935381666666667
9.371,0.692,5.686,2.013,7.053,1.84,2,3,0.7806548571428554,1.4174974999999992
9.156,0.486,5.725,2.023,7.17,1.784,2,3,1.1840402857142847,1.6635160555555548
8.258,0.623,5.686,2.042,7.229,1.734,2,3,2.361705500000001,2.507557333333334
8.336,0.553,5.764,2.076,7.053,1.876,2,3,2.0897080714285696,2.485266666666666
8.062,0.74,5.803,1.867,7.141,1.886,2,3,2.4998597857142864,2.7599425
8.219,0.64,5.803,1.945,7.083,1.935,2,3,2.258352,2.6179360000000007
7.789,0.877,5.725,1.429,7.112,1.774,2,3,2.7794302142857155,2.9503946666666665
8.297,0.601,5.725,0.685,7.2,1.752,2,3,2.2856993571428568,2.496411999999999
8.844,0.769,5.803,0.518,7.024,1.833,2,3,1.4371600000000009,2.025470722222223
8.702,0.938,5.725,0.4,7.024,1.893,2,3,1.615126571428571,2.1139344999999996
9.488,0.476,5.764,0.32,7.2,1.7,2,3,0.7727040000000003,1.3445306666666672
9.693,0.436,5.803,0.216,7.2,1.709,2,3,0.4918393571428581,1.1511422222222225
9.752,0.396,5.764,0.294,7.141,1.794,2,3,0.3494554999999987,1.062343999999999
9.635,0.433,5.803,0.233,7.083,1.83,2,3,0.45254742857142827,1.213421333333333
9.606,0.365,5.92,0.186,6.965,1.981,2,3,0.3739992142857144,1.3206202222222225
9.606,0.336,5.842,0.231,7.112,1.911,2,3,0.5218077142857149,1.2696515555555559
9.508,0.37,5.92,0.208,7.083,1.922,2,3,0.626201785714287,1.4246853333333342
9.488,0.426,5.686,0.329,7.053,1.958,2,3,0.6230474999999993,1.2949140000000003
9.547,0.318,5.725,0.319,7.053,1.799,2,3,0.5428285714285705,1.2572453333333327
10.056,0.784,5.803,0.278,7.112,1.82,2,3,-0.11018514285714189,0.7528707222222226
9.459,0.371,5.842,0.367,7.141,1.774,2,3,0.7515142857142861,1.4253490555555557
8.936,1.79,5.842,0.475,7.141,1.895,2,3,1.4386989285714282,1.9598259999999998
9.518,0.346,5.803,0.569,7.053,1.859,2,3,0.5823203571428549,1.337915833333332
9.459,0.383,5.686,0.849,7.082,1.887,2,3,0.6915745000000004,1.3254397222222227
9.664,0.287,5.842,0.802,7.053,1.823,2,3,0.3822795000000006,1.2075593333333337
9.752,0.276,5.803,1.669,7.112,1.757,2,3,0.31993142857142726,1.087405833333332
9.664,0.318,5.803,1.616,7.082,1.863,2,3,0.41155914285714346,1.1823285000000001
9.693,0.34,5.725,1.905,7.053,1.918,2,3,0.34218285714285757,1.101187555555556
9.488,0.412,5.686,2.055,7.053,2.017,2,3,0.6230474999999993,1.2949140000000003
10.261,0.888,5.725,1.651,7.112,1.769,2,3,-0.40768407142857044,0.47152800000000006
9.635,0.388,5.725,1.713,7.112,1.928,2,3,0.4819513571428579,1.1634666666666666
9.517,0.397,5.647,1.901,7.053,1.992,2,3,0.5836800000000011,1.2397400000000007
9.635,0.354,5.725,1.868,7.083,1.873,2,3,0.4525474285714285,1.1634666666666666
9.488,0.409,5.803,2.001,7.082,2.009,2,3,0.6523271428571433,1.3695924999999998
9.635,0.358,5.881,2.034,7.083,1.884,2,3,0.45254742857142916,1.2640520000000004
9.4,0.395,5.842,1.982,7.112,1.938,2,3,0.8014674285714278,1.4871646666666658
8.923,0.82,5.725,2.064,7.024,1.898,2,3,1.336903357142857,1.8975386666666665
10.143,0.736,5.647,2.075,7.024,1.936,2,3,-0.32456235714285747,0.5560088888888883
9.88,0.481,5.725,1.993,7.112,1.909,2,3,0.14043885714285612,0.8978458333333319
9.43,0.422,5.764,2.062,7.141,1.898,2,3,0.7906415000000006,1.4054886666666673
8.819,1.471,5.803,2.026,7.053,1.75,2,3,1.4978605714285698,2.050002666666666
9.4,0.51,5.803,2.028,7.229,1.742,2,3,0.9213172142857136,1.4619338333333325
9.137,0.58,5.842,2.037,7.2,1.726,2,3,1.2396593571428562,1.7580108333333324
9.254,0.539,5.842,1.994,7.112,1.818,2,3,0.9960020000000014,1.6384693333333338
9.283,0.616,5.803,2.046,7.141,1.787,2,3,0.9871280000000004,1.5833733333333333
9.195,0.541,5.764,2.033,7.083,1.884,2,3,1.0443474285714271,1.6486483888888885
9.4,0.577,5.764,1.96,7.083,1.84,2,3,0.7720634999999987,1.4368719999999993
9.391,0.572,5.647,1.885,7.112,1.832,2,3,0.813547357142857,1.372096
9.4,0.566,5.725,1.297,7.053,1.939,2,3,0.74177207142857,1.411979166666666
9.734,0.982,5.842,0.594,7.053,1.883,2,3,0.2852895000000006,1.1321226666666666
9.283,0.568,5.881,0.515,7.17,1.844,2,3,1.0167722142857138,1.6340040000000005
9.342,0.615,5.725,0.456,7.141,1.894,2,3,0.9086369285714271,1.4723700555555546
9.763,0.659,5.686,0.432,7.112,1.868,2,3,0.3045982142857145,1.0008015
9.43,0.534,5.842,0.313,7.141,1.972,2,3,0.7906415000000006,1.4557813333333334
9.4,0.463,5.764,0.351,7.053,1.908,2,3,0.7417720714285698,1.4368719999999993
9.254,0.584,5.803,0.347,7.112,1.894,2,3,0.9960020000000012,1.6132385000000005
9.254,0.55,5.803,0.365,7.112,1.911,2,3,0.9960020000000012,1.6132385000000005
9.342,0.614,5.803,0.299,7.083,1.992,2,3,0.8497089285714269,1.5223247222222211
9.518,0.574,5.842,0.273,7.141,1.873,2,3,0.6715397857142844,1.3631466666666654
9.371,0.475,5.803,0.319,7.112,1.93,2,3,0.8403502142857134,1.492175999999999
9.518,0.383,5.803,0.333,7.141,1.814,2,3,0.6715397857142844,1.337915833333332
9.288,0.795,5.764,0.307,7.053,1.716,2,3,0.89127607142857,1.5531528888888886
9.4,0.462,5.803,0.259,7.082,1.789,2,3,0.7710517142857133,1.4619338333333325
9.209,0.984,5.92,0.229,7.053,1.791,2,3,0.9956520000000003,1.7355955000000003
9.469,0.405,5.92,0.265,7.112,1.89,2,3,0.7084702142857148,1.465802166666667
9.4,0.502,5.998,0.141,7.024,1.935,2,3,0.7126125714285704,1.5897779999999995
9.405,0.88,5.881,0.276,6.995,1.921,2,3,0.6768571428571437,1.50734088888889
9.635,0.375,5.959,0.216,7.024,1.978,2,3,0.3930965000000002,1.3153586666666663
9.459,0.448,5.881,0.186,7.083,1.786,2,3,0.6925862857142866,1.4507488888888895
9.635,0.317,5.764,0.323,7.053,1.829,2,3,0.42225599999999924,1.1883595000000005
9.547,0.335,5.764,0.317,7.053,1.79,2,3,0.5428285714285701,1.2821381666666665
9.605,0.315,5.803,0.309,7.053,1.898,2,3,0.4634845714285701,1.2454879999999993
9.547,0.298,5.881,0.427,7.112,1.838,2,3,0.6025239285714281,1.3578306666666666
9.576,0.285,5.725,0.607,7.141,1.809,2,3,0.59243607142857,1.2264360555555547
9.547,0.36,5.686,0.774,7.112,1.916,2,3,0.6025239285714282,1.2325214999999996
9.488,0.344,5.686,0.754,7.17,1.799,2,3,0.7419111428571431,1.2949140000000003
9.518,0.373,5.764,1.362,7.17,1.823,2,3,0.7011839999999989,1.312853999999999
9.4,0.425,5.686,1.085,7.112,1.907,2,3,0.8014674285714279,1.3872553333333324
9.547,0.318,5.842,1.621,7.112,1.859,2,3,0.6025239285714281,1.3324308333333328
9.4,0.437,5.686,1.794,7.082,1.855,2,3,0.7710517142857135,1.3872553333333324
9.547,0.346,5.764,1.976,7.112,1.936,2,3,0.6025239285714283,1.2821381666666665
9.635,0.319,5.725,1.937,6.995,1.856,2,3,0.3640571428571434,1.1634666666666666
9.997,0.8,5.725,2.007,7.053,1.885,2,3,-0.08537142857142968,0.7686453333333326
9.488,0.417,5.725,2.007,7.141,1.856,2,3,0.7122669285714284,1.3196378333333334
