AP1RTT,AP1STDEV,AP2RTT,AP2STDEV,AP3RTT,AP3STDEV,x,y,predicted_x,predicted_y
9.781,2.303,6.037,0.131,9.514,0.14,1,1,3.132016785714285,1.2098559999999998
9.723,0.67,5.92,0.28,9.338,0.166,1,1,2.975822499999998,1.1949817222222217
9.43,0.661,5.92,0.167,9.514,0.084,1,1,3.6136640000000004,1.5067500000000003
9.781,0.649,5.998,0.085,9.475,0.077,1,1,3.079118857142856,1.1837801666666665
10.484,0.209,7.229,0.514,9.836,0.543,1,2,2.5594742857142867,1.2968991666666672
10.338,0.363,7.229,0.535,9.895,0.468,1,2,2.859770071428572,1.465788722222223
10.367,0.229,7.346,0.406,9.778,0.501,1,2,2.6524710714285704,1.5271681666666659
10.396,0.246,7.229,0.443,9.866,0.472,1,2,2.732938571428569,1.3989791666666656
10.455,0.323,7.317,0.447,9.778,0.456,1,2,2.521589928571429,1.4017480000000004
10.338,0.279,7.229,0.499,9.866,0.417,1,2,2.8188365714285712,1.465788722222223
10.484,0.259,7.141,0.549,9.836,0.468,1,2,2.5594742857142867,1.2266458333333337
10.455,0.253,7.17,0.569,9.836,0.485,1,2,2.6028479285714288,1.2834375
10.396,0.304,7.258,0.609,9.895,0.485,1,2,2.77387207142857,1.4223193333333322
10.367,0.28,7.083,0.566,9.807,0.49,1,2,2.69304,1.3163444444444437
10.367,0.272,7.17,0.623,9.836,0.451,1,2,2.7337290714285705,1.3852339444444435
10.581,0.285,7.082,0.331,9.866,0.46,1,2,2.4557425000000013,1.066509055555556
10.367,0.287,7.083,0.57,9.895,0.47,1,2,2.816881142857141,1.3163444444444437
10.396,0.284,7.141,0.565,9.836,0.468,1,2,2.690719999999999,1.3287258333333323
10.25,0.314,7.17,0.44,9.924,0.466,1,2,3.0302339999999997,1.5192444444444442
10.309,0.29,7.083,0.43,9.924,0.503,1,2,2.9435925,1.382967111111112
10.543,0.255,7.024,0.543,9.836,0.507,1,2,2.4708605000000023,1.0656515000000009
10.25,0.307,7.024,0.525,9.866,0.494,1,2,2.9482468571428564,1.4041153333333334
10.309,0.272,7.112,0.49,9.836,0.433,1,2,2.8193867857142876,1.4058368333333344
10.426,0.284,7.141,0.416,9.866,0.498,1,2,2.6883199999999996,1.2940225
10.264,0.61,7.258,0.453,9.895,0.453,1,2,2.968666357142859,1.573826000000001
10.396,0.217,7.17,0.57,9.983,0.386,1,2,2.898819499999999,1.3517824444444428
10.338,0.269,7.112,0.599,9.895,0.466,1,2,2.859770071428572,1.372572222222223
10.572,0.209,6.995,0.58,9.924,0.4,1,2,2.5513280000000003,1.009046722222223
9.795,1.411,6.965,0.689,9.69,0.547,1,2,3.353862499999999,1.8649555555555553
10.367,0.302,6.907,0.598,9.866,0.456,1,2,2.7759476428571412,1.1795533333333326
10.367,0.316,6.936,0.57,9.836,0.497,1,2,2.7337290714285705,1.2018559444444437
10.514,0.237,6.936,0.566,9.807,0.558,1,2,2.473789500000001,1.0313277777777783
10.514,0.235,6.965,0.513,9.778,0.535,1,2,2.433220571428573,1.0537238333333339
10.309,0.296,6.936,0.603,9.807,0.508,1,2,2.778697714285715,1.2684786111111117
10.338,0.313,6.936,0.619,9.895,0.517,1,2,2.8597700714285725,1.2352140000000003
9.768,0.881,6.936,0.55,9.954,0.435,1,2,3.7620208571428573,1.8719039999999987
10.992,1.169,6.907,0.449,9.836,0.401,1,2,1.7802022857142847,0.43792138888888765
10.396,0.247,6.965,0.504,9.866,0.464,1,2,2.732938571428569,1.1908004999999986
10.484,0.252,6.936,0.522,9.895,0.447,1,2,2.642626357142858,1.0663244444444446
10.484,0.276,6.965,0.448,9.866,0.487,1,2,2.601692857142857,1.0887205
10.338,0.321,6.965,0.451,9.895,0.51,1,2,2.859770071428572,1.257610055555556
10.484,0.267,6.907,0.436,9.778,0.531,1,2,2.478216285714286,1.0440218333333335
10.309,0.302,6.965,0.513,9.954,0.428,1,2,2.986188214285716,1.2908746666666673
10.875,0.762,6.965,0.57,9.895,0.466,1,2,2.0460999999999996,0.6247555555555553
10.572,0.133,6.907,0.577,9.836,0.476,1,2,2.4271222857142876,0.9410813888888896
10.309,0.319,6.907,0.623,9.895,0.44,1,2,2.9025388571428574,1.2461760000000008
10.484,0.243,6.848,0.63,9.954,0.474,1,2,2.7262757142857152,0.998936
10.426,0.315,7.024,0.525,9.924,0.494,1,2,2.7703071428571415,1.20195
10.455,0.252,6.995,0.631,9.924,0.438,1,2,2.727053642857142,1.1457222222222225
10.279,0.294,6.907,0.72,9.807,0.524,1,2,2.822814857142857,1.280489333333333
10.455,0.253,6.848,0.74,9.895,0.42,1,2,2.6859999999999995,1.0326710555555556
10.455,0.305,6.877,0.692,9.895,0.518,1,2,2.6860000000000004,1.0547835555555558
10.338,0.28,6.936,0.756,9.836,0.478,1,2,2.776618000000001,1.2352140000000003
10.484,0.282,6.936,0.73,9.807,0.482,1,2,2.5187852142857143,1.0663244444444446
10.914,0.739,6.936,0.699,9.866,0.472,1,2,1.9444685714285725,0.5551500000000007
10.914,1.067,6.965,0.587,9.807,0.524,1,2,1.8615609285714294,0.5775460555555559
10.484,0.202,6.936,0.546,9.778,0.453,1,2,2.478216285714287,1.0663244444444446
10.543,0.248,6.907,0.585,9.836,0.47,1,2,2.470860500000002,0.9751000000000007
10.914,0.801,6.965,0.536,9.807,0.542,1,2,1.8615609285714294,0.5775460555555559
10.426,0.3,6.877,0.64,9.807,0.516,1,2,2.605412357142857,1.0884251666666667
10.396,0.277,6.819,0.68,9.866,0.516,1,2,2.732938571428569,1.0789969444444432
10.367,0.328,6.907,0.598,9.778,0.531,1,2,2.652471071428571,1.1795533333333326
10.317,0.298,6.936,0.606,9.778,0.496,1,2,2.7263425000000003,1.2593114999999997
10.367,0.328,6.965,0.587,9.807,0.494,1,2,2.693039999999999,1.224251999999999
10.875,1.061,6.907,0.528,9.895,0.44,1,2,2.0460999999999996,0.5800568888888888
10.338,0.322,6.936,0.454,9.807,0.544,1,2,2.7359289285714294,1.2352140000000003
10.279,0.365,6.965,0.52,9.778,0.535,1,2,2.7822459285714287,1.3251879999999994
10.396,0.276,7.083,0.423,9.778,0.571,1,2,2.609461999999998,1.2828929444444432
10.455,0.237,7.229,0.486,9.836,0.519,1,2,2.602847928571429,1.330634222222223
10.514,0.21,7.317,0.43,9.778,0.529,1,2,2.433220571428573,1.3330162777777788
10.25,0.337,7.317,0.428,9.778,0.531,1,2,2.824770285714287,1.6375549444444448
10.367,0.259,7.17,0.588,9.778,0.574,1,2,2.6524710714285713,1.3852339444444435
10.309,0.309,7.229,0.584,9.807,0.517,1,2,2.7786977142857157,1.4990533333333345
10.455,0.222,7.17,0.547,9.807,0.574,1,2,2.5621588571428573,1.2834375
10.367,0.279,7.141,0.63,9.778,0.476,1,2,2.652471071428571,1.362177333333333
10.426,0.288,7.17,0.629,9.748,0.472,1,2,2.5230019999999986,1.3170791111111109
9.678,1.23,7.17,0.611,9.778,0.503,1,2,3.638971428571428,2.152511999999999
10.396,0.276,7.083,0.668,9.836,0.424,1,2,2.6907199999999993,1.2828929444444432
10.367,0.293,7.053,0.684,9.895,0.484,1,2,2.816881142857141,1.2927844444444436
10.514,0.242,7.112,0.621,9.866,0.456,1,2,2.5566971428571432,1.1686860000000008
9.834,1.111,7.112,0.729,9.924,0.478,1,2,3.627015714285714,1.9373882222222225
10.484,0.209,7.112,0.641,9.836,0.526,1,2,2.5594742857142867,1.2036826666666671
9.991,0.931,7.053,0.651,9.866,0.472,1,2,3.322705357142857,1.7180404444444448
10.279,0.312,7.053,0.664,9.836,0.529,1,2,2.8635039285714288,1.393720444444444
10.25,0.303,7.053,0.744,9.807,0.547,1,2,2.865339214285715,1.426794944444444
10.484,0.267,7.082,0.714,9.836,0.484,1,2,2.5594742857142863,1.180026
10.953,0.738,7.141,0.654,9.866,0.472,1,2,1.8835533571428573,0.6680928888888897
10.514,0.292,7.141,0.639,9.778,0.549,1,2,2.4332205714285724,1.1916491666666675
10.543,0.216,7.229,0.6,9.807,0.524,1,2,2.43017142857143,1.2279773333333344
10.396,0.285,7.288,0.534,9.895,0.501,1,2,2.7738720714285687,1.4465626666666656
10.309,0.313,7.317,0.5,9.866,0.472,1,2,2.861605357142858,1.5701671111111124
10.309,0.332,7.405,0.411,9.866,0.521,1,2,2.861605357142858,1.6421413333333343
10.953,1.219,7.463,0.402,9.836,0.521,1,2,1.8413347857142868,0.9293422222222232
10.225,0.887,7.434,0.46,9.836,0.51,1,2,2.9425907857142857,1.7618739444444447
10.543,0.226,7.405,0.468,9.807,0.527,1,2,2.4301714285714295,1.3710653333333345
10.934,0.599,7.463,0.421,9.807,0.46,1,2,1.8303495000000012,0.9524451666666676
10.484,0.218,7.405,0.476,9.866,0.512,1,2,2.6016928571428575,1.4399871666666673
10.514,0.239,7.375,0.517,9.807,0.544,1,2,2.4737895000000014,1.3803571666666676
10.797,0.766,7.288,0.509,9.807,0.541,1,2,2.0430028571428567,0.9744297222222215
10.396,0.269,7.258,0.544,9.778,0.529,1,2,2.6094619999999993,1.4223193333333322
10.108,0.742,7.346,0.451,9.866,0.468,1,2,3.1547351428571413,1.8217806666666663
10.484,0.267,7.346,0.433,9.866,0.49,1,2,2.6016928571428566,1.3916366666666669
10.514,0.21,7.434,0.319,9.836,0.49,1,2,2.5144785714285725,1.4288977777777785
10.484,0.237,7.346,0.446,9.778,0.504,1,2,2.478216285714286,1.3916366666666669
10.367,0.258,7.17,0.381,9.748,0.505,1,2,2.6106296428571403,1.3852339444444435
10.484,0.184,7.141,0.38,9.924,0.451,1,2,2.68368,1.2266458333333337
10.396,0.237,7.17,0.523,9.836,0.489,1,2,2.6907199999999984,1.3517824444444428
10.309,0.313,7.2,0.457,9.778,0.472,1,2,2.7381287857142866,1.475806611111112
10.426,0.264,7.229,0.405,9.807,0.486,1,2,2.6054123571428573,1.3642758333333338
10.367,0.345,7.17,0.44,9.836,0.444,1,2,2.7337290714285705,1.3852339444444435
10.484,0.263,7.17,0.489,9.836,0.443,1,2,2.5594742857142863,1.2497024444444444
10.484,0.25,7.141,0.444,9.69,0.534,1,2,2.355846,1.2266458333333337
10.602,0.198,7.082,0.448,9.836,0.494,1,2,2.3817494285714282,1.041795555555555
10.309,0.331,7.083,0.403,9.778,0.55,1,2,2.7381287857142866,1.382967111111112
10.396,0.283,7.082,0.484,9.836,0.464,1,2,2.6907199999999984,1.2821059999999984
10.221,0.337,6.995,0.442,9.866,0.472,1,2,2.990651071428571,1.4145102222222223
10.875,0.968,7.083,0.652,9.807,0.498,1,2,1.9222588571428585,0.7168480000000004
10.455,0.245,6.965,0.691,9.895,0.439,1,2,2.6860000000000004,1.1224555555555555
10.426,0.281,6.994,0.603,9.748,0.489,1,2,2.5230019999999986,1.1785866666666664
10.279,0.328,7.082,0.556,9.895,0.419,1,2,2.9466559999999995,1.4164934999999994
10.514,0.243,7.229,0.411,9.807,0.445,1,2,2.4737895000000014,1.2619025000000013
10.631,0.104,6.965,0.61,9.836,0.521,1,2,2.337766785714286,0.9162813333333327
10.338,0.269,7.024,0.46,9.836,0.526,1,2,2.776618000000002,1.3034628888888895
10.279,0.312,6.995,0.38,9.836,0.449,1,2,2.8635039285714283,1.3484546666666666
10.836,0.824,7.258,0.392,9.836,0.505,1,2,2.0234285714285716,0.9033148888888891
10.396,0.314,7.112,0.274,9.836,0.449,1,2,2.690719999999999,1.3057626666666657
10.836,0.967,6.965,0.381,9.866,0.481,1,2,2.065647142857142,0.6717960555555551
10.426,0.212,7.141,0.267,9.836,0.462,1,2,2.6461014285714293,1.2940225
10.671,0.773,7.024,0.265,9.748,0.567,1,2,2.153804500000001,0.9147963888888897
10.309,0.313,7.024,0.298,9.836,0.468,1,2,2.819386785714288,1.3367275000000007
10.631,0.149,7.083,0.353,9.807,0.477,1,2,2.2970777142857144,1.0083737777777775
10.484,0.22,7.258,0.264,9.778,0.552,1,2,2.478216285714287,1.3202393333333338
10.309,0.302,7.024,0.336,9.866,0.494,1,2,2.861605357142857,1.3367275000000007
10.309,0.356,7.17,0.289,9.778,0.546,1,2,2.7381287857142875,1.4518566111111118
9.756,1.029,7.258,0.274,9.836,0.443,1,2,3.611954285714286,2.138834888888889
9.795,1.101,7.288,0.309,9.836,0.448,1,2,3.5574907857142866,2.1207177222222224
10.484,0.224,7.229,0.331,9.836,0.443,1,2,2.5594742857142867,1.2968991666666672
10.572,0.342,7.2,0.292,9.836,0.443,1,2,2.427122285714287,1.1707120000000009
9.991,0.907,7.2,0.272,9.807,0.501,1,2,3.2397977142857153,1.8344399444444452
10.514,0.191,7.258,0.301,9.866,0.472,1,2,2.5566971428571437,1.2852426666666674
10.426,0.294,7.17,0.278,9.778,0.517,1,2,2.564843428571429,1.3170791111111109
10.455,0.223,7.17,0.306,9.807,0.505,1,2,2.5621588571428573,1.2834375
10.342,0.649,7.258,0.257,9.836,0.462,1,2,2.7707094285714273,1.4845333333333326
10.309,0.296,7.17,0.331,9.866,0.488,1,2,2.861605357142858,1.4518566111111118
10.514,0.22,7.112,0.323,9.866,0.49,1,2,2.5566971428571432,1.1686860000000008
10.426,0.246,7.229,0.301,9.836,0.462,1,2,2.646101428571429,1.3642758333333338
10.905,0.612,7.17,0.319,9.778,0.504,1,2,1.8350185000000019,0.7494375000000006
10.484,0.263,7.17,0.306,9.807,0.524,1,2,2.5187852142857143,1.2497024444444444
10.514,0.218,7.112,0.352,9.866,0.456,1,2,2.5566971428571432,1.1686860000000008
10.25,0.362,7.17,0.281,9.866,0.47,1,2,2.9482468571428573,1.5192444444444442
10.797,0.937,7.229,0.299,9.866,0.508,1,2,2.1259104999999985,0.9268462222222217
9.991,0.918,7.229,0.301,9.836,0.485,1,2,3.2804867857142868,1.8576866666666676
10.426,0.261,7.2,0.25,9.866,0.509,1,2,2.6883199999999996,1.3410291111111112
10.572,0.167,7.287,0.248,9.807,0.535,1,2,2.3864332142857156,1.240732500000001
10.396,0.27,7.229,0.299,9.866,0.475,1,2,2.732938571428569,1.3989791666666656
10.279,0.3,7.112,0.358,9.895,0.436,1,2,2.9466559999999995,1.4401501666666665
10.875,1.133,7.141,0.301,9.836,0.493,1,2,1.9629479285714289,0.762680888888889
10.455,0.222,7.17,0.307,9.807,0.542,1,2,2.5621588571428573,1.2834375
10.572,0.206,7.112,0.313,9.836,0.456,1,2,2.427122285714287,1.1007422222222232
10.572,0.164,7.2,0.289,9.836,0.485,1,2,2.427122285714287,1.1707120000000009
10.905,0.61,7.083,0.331,9.836,0.485,1,2,1.916276500000001,0.6805480000000002
10.484,0.225,7.112,0.3,9.836,0.456,1,2,2.5594742857142867,1.2036826666666671
10.455,0.3,7.141,0.338,9.836,0.472,1,2,2.6028479285714297,1.2603808888888892
10.426,0.301,7.112,0.301,9.836,0.529,1,2,2.6461014285714293,1.2710593333333333
10.543,0.18,7.053,0.344,9.807,0.5,1,2,2.4301714285714304,1.0883311111111118
10.309,0.267,7.053,0.379,9.836,0.481,1,2,2.819386785714288,1.3594071111111117
10.953,1.078,7.083,0.341,9.866,0.49,1,2,1.8835533571428564,0.6222600000000003
10.25,0.314,7.024,0.376,9.836,0.466,1,2,2.906028285714287,1.4041153333333334
10.376,0.324,6.995,0.434,9.836,0.504,1,2,2.7203942857142867,1.2371471666666674
10.953,0.769,6.965,0.393,9.836,0.468,1,2,1.8413347857142872,0.5301675555555561
10.514,0.264,7.053,0.296,9.807,0.501,1,2,2.473789500000002,1.1222562777777785
10.572,0.217,6.994,0.476,9.778,0.456,1,2,2.3458642857142875,1.0082695555555563
10.367,0.25,7.082,0.337,9.778,0.497,1,2,2.6524710714285713,1.315557499999999
9.795,1.083,7.053,0.325,9.807,0.437,1,2,3.5168017142857146,1.9334879999999997
10.514,0.21,6.995,0.288,9.748,0.475,1,2,2.391379142857143,1.076990500000001
10.338,0.449,7.024,0.353,9.778,0.425,1,2,2.69536,1.3034628888888895
10.309,0.296,7.024,0.353,9.778,0.48,1,2,2.7381287857142866,1.3367275000000007
10.396,0.333,6.965,0.42,9.836,0.419,1,2,2.690719999999999,1.1908004999999986
10.25,0.375,6.965,0.456,9.866,0.475,1,2,2.9482468571428564,1.3582624999999997
10.875,0.988,6.995,0.426,9.807,0.524,1,2,1.9222588571428576,0.6480222222222223
10.342,0.641,6.936,0.36,9.807,0.437,1,2,2.730020357142856,1.2306184444444435
10.759,0.675,6.965,0.386,9.807,0.442,1,2,2.101511999999999,0.764174666666666
10.279,0.318,7.053,0.344,9.836,0.456,1,2,2.8635039285714288,1.393720444444444
10.069,0.739,6.994,0.379,9.836,0.504,1,2,3.168723928571428,1.5850708333333325
10.03,0.943,7.024,0.335,9.807,0.535,1,2,3.1840249285714304,1.6519820000000012
10.396,0.309,6.995,0.39,9.924,0.439,1,2,2.814925714285712,1.2140671666666654
10.455,0.198,6.965,0.399,9.778,0.504,1,2,2.521589928571429,1.1224555555555555
10.367,0.261,6.995,0.386,9.748,0.523,1,2,2.610629642857141,1.247518666666666
10.514,0.187,6.965,0.337,9.778,0.554,1,2,2.433220571428573,1.0537238333333339
10.309,0.319,7.024,0.348,9.807,0.468,1,2,2.778697714285716,1.3367275000000007
10.514,0.245,6.994,0.363,9.836,0.526,1,2,2.5144785714285725,1.076213333333334
10.455,0.232,6.936,0.415,9.807,0.517,1,2,2.5621588571428573,1.1000595
10.426,0.248,6.995,0.386,9.866,0.457,1,2,2.6883199999999996,1.1793638333333336
10.914,0.569,6.936,0.432,9.778,0.517,1,2,1.820992000000002,0.5551500000000007
10.572,0.216,6.936,0.376,9.866,0.547,1,2,2.469340857142858,0.9633840000000006
10.514,0.192,6.877,0.458,9.807,0.464,1,2,2.473789500000001,0.9860518333333341
10.381,0.429,6.965,0.435,9.807,0.538,1,2,2.6722919999999997,1.208114666666666
10.338,0.296,6.936,0.45,9.807,0.516,1,2,2.7359289285714294,1.2352140000000003
10.543,0.25,6.907,0.449,9.807,0.477,1,2,2.43017142857143,0.9751000000000007
10.221,0.314,6.995,0.375,9.807,0.477,1,2,2.907743428571429,1.4145102222222223
10.309,0.279,6.995,0.385,9.807,0.516,1,2,2.778697714285716,1.3141413333333343
10.484,0.253,6.965,0.391,9.807,0.531,1,2,2.518785214285715,1.0887205
10.797,0.991,6.907,0.432,9.836,0.5,1,2,2.083691928571428,0.673968888888888
10.338,0.243,6.907,0.391,9.807,0.535,1,2,2.7359289285714294,1.2129113888888894
10.484,0.256,6.907,0.411,9.807,0.477,1,2,2.518785214285715,1.0440218333333335
10.455,0.294,6.936,0.46,9.807,0.477,1,2,2.5621588571428573,1.1000595
10.583,0.379,6.877,0.438,9.836,0.504,1,2,2.4105005,0.9051799999999999
10.484,0.282,6.936,0.513,9.748,0.567,1,2,2.436374857142856,1.0663244444444446
10.186,0.567,6.995,0.498,9.836,0.485,1,2,2.999450000000001,1.4541905000000004
10.992,0.721,6.907,0.535,9.748,0.545,1,2,1.6571028571428548,0.43792138888888765
10.455,0.264,6.965,0.513,9.807,0.499,1,2,2.5621588571428577,1.1224555555555555
10.426,0.3,6.848,0.594,9.866,0.498,1,2,2.6883199999999987,1.0663126666666665
10.514,0.245,6.907,0.538,9.778,0.472,1,2,2.433220571428573,1.0090251666666674
10.309,0.319,6.907,0.52,9.807,0.517,1,2,2.7786977142857157,1.2461760000000008
10.836,0.635,6.907,0.565,9.807,0.501,1,2,1.9827394999999999,0.6270973888888887
10.279,0.344,6.877,0.471,9.807,0.513,1,2,2.8228148571428564,1.2575159999999996
10.396,0.234,6.848,0.496,9.807,0.534,1,2,2.650030928571428,1.1010159999999987
10.455,0.253,6.994,0.385,9.807,0.502,1,2,2.5621588571428573,1.1449450555555556
10.397,0.25,6.936,0.376,9.836,0.444,1,2,2.6892347857142855,1.1672492777777772
10.279,0.3,6.936,0.386,9.778,0.531,1,2,2.7822459285714287,1.302791944444444
10.836,0.714,6.907,0.396,9.778,0.574,1,2,1.9421705714285713,0.6270973888888887
10.367,0.262,6.965,0.388,9.778,0.553,1,2,2.652471071428571,1.224251999999999
10.367,0.294,6.965,0.288,9.778,0.531,1,2,2.652471071428571,1.224251999999999
10.342,0.951,6.965,0.424,9.807,0.504,1,2,2.7300203571428563,1.2530144999999988
10.338,0.331,6.994,0.326,9.807,0.477,1,2,2.7359289285714294,1.2800995555555559
10.484,0.25,6.994,0.34,9.836,0.497,1,2,2.5594742857142863,1.1112100000000003
9.952,0.928,7.082,0.312,9.924,0.46,1,2,3.4602479999999995,1.784023333333333
10.309,0.318,7.053,0.286,9.836,0.542,1,2,2.819386785714288,1.3594071111111117
10.406,0.27,7.17,0.227,9.807,0.501,1,2,2.635172357142856,1.3402257777777768
10.279,0.3,7.112,0.288,9.807,0.561,1,2,2.822814857142857,1.4401501666666665
10.338,0.305,7.082,0.261,9.836,0.464,1,2,2.776618000000001,1.3489155555555556
10.396,0.276,7.053,0.277,9.836,0.564,1,2,2.6907199999999993,1.259332944444443
10.514,0.258,7.17,0.243,9.836,0.539,1,2,2.5144785714285725,1.2147057777777783
10.514,0.239,7.082,0.309,9.866,0.469,1,2,2.5566971428571437,1.145029333333334
10.905,0.614,7.053,0.294,9.836,0.532,1,2,1.916276500000001,0.6569879999999999
10.338,0.266,7.112,0.286,9.807,0.545,1,2,2.7359289285714294,1.372572222222223
10.396,0.338,7.053,0.317,9.778,0.553,1,2,2.609461999999998,1.259332944444443
10.25,0.303,7.053,0.331,9.866,0.457,1,2,2.9482468571428564,1.426794944444444
10.191,0.312,7.053,0.248,9.807,0.442,1,2,2.951483428571428,1.493795999999999
10.426,0.278,7.024,0.25,9.778,0.514,1,2,2.5648434285714283,1.20195
10.836,0.779,7.112,0.249,9.778,0.539,1,2,1.9421705714285713,0.7867582222222222
10.572,0.216,7.112,0.264,9.807,0.46,1,2,2.3864332142857156,1.1007422222222232
10.396,0.262,6.995,0.335,9.924,0.447,1,2,2.814925714285712,1.2140671666666654
10.631,0.213,7.024,0.34,9.866,0.504,1,2,2.3799853571428553,0.9621341666666664
10.797,0.799,7.024,0.291,9.836,0.521,1,2,2.083691928571428,0.7645203888888877
10.279,0.333,7.053,0.36,9.807,0.503,1,2,2.8228148571428573,1.393720444444444
10.426,0.247,7.082,0.384,9.866,0.494,1,2,2.68832,1.2474026666666664
10.484,0.306,7.024,0.322,9.807,0.442,1,2,2.5187852142857152,1.1345733333333337
10.338,0.297,7.053,0.33,9.836,0.494,1,2,2.776618000000002,1.3261425000000004
10.279,0.383,7.17,0.249,9.924,0.46,1,2,2.987709642857142,1.4861699444444438
10.221,0.333,7.053,0.287,9.778,0.588,1,2,2.8671745,1.459776
10.338,0.334,7.17,0.394,9.954,0.426,1,2,2.9434194285714304,1.4185920000000003
10.367,0.303,7.083,0.353,9.748,0.588,1,2,2.6106296428571416,1.3163444444444437
10.279,0.333,7.17,0.355,9.778,0.475,1,2,2.7822459285714287,1.4861699444444438
10.455,0.265,7.229,0.318,9.807,0.469,1,2,2.5621588571428577,1.330634222222223
10.514,0.239,7.053,0.287,9.866,0.433,1,2,2.5566971428571423,1.1222562777777785
10.396,0.262,7.053,0.195,9.895,0.458,1,2,2.7738720714285687,1.259332944444443
10.338,0.315,7.053,0.594,9.807,0.46,1,2,2.7359289285714303,1.3261425000000004
10.484,0.257,7.141,0.364,9.807,0.542,1,2,2.5187852142857152,1.2266458333333337
10.221,0.337,7.082,0.42,9.807,0.517,1,2,2.9077434285714285,1.4825490555555554
10.964,0.791,7.141,0.487,9.778,0.592,1,2,1.7428562857142853,0.6546991666666663
10.264,0.593,7.024,0.689,9.983,0.425,1,2,3.093613785714287,1.3881600000000012
10.514,0.181,7.493,0.341,9.895,0.458,1,2,2.597630642857144,1.4778251666666677
9.991,1.517,7.229,0.397,9.778,0.437,1,2,3.1992287857142867,1.8576866666666676
10.225,0.587,7.375,0.334,9.748,0.549,1,2,2.819491357142857,1.7133333333333336
10.66,0.146,7.463,0.3,9.807,0.508,1,2,2.252974928571429,1.2811538333333339
11.022,0.757,7.112,0.391,9.836,0.485,1,2,1.7330294285714283,0.5608922222222219
10.434,0.298,7.698,0.2,9.807,0.517,1,2,2.5934923571428583,1.7439360000000008
10.309,0.313,7.932,0.289,9.866,0.491,1,2,2.861605357142857,2.0911746111111125
10.367,0.317,7.551,0.429,9.895,0.494,1,2,2.8168811428571416,1.6968284444444437
10.309,0.273,7.317,0.312,9.807,0.565,1,2,2.778697714285715,1.5701671111111124
10.631,0.187,7.375,0.237,9.836,0.504,1,2,2.3377667857142854,1.2429146666666664
10.309,0.279,7.756,0.183,9.778,0.529,1,2,2.7381287857142866,1.9377808333333344
9.913,0.912,7.952,0.145,9.866,0.491,1,2,3.4335990714285693,2.5537075
10.905,0.814,7.932,0.25,9.778,0.538,1,2,1.8350185000000003,1.388755500000001
10.543,0.175,7.668,0.166,9.836,0.443,1,2,2.4708605000000015,1.5912986111111123
10.484,0.226,7.317,0.151,9.778,0.554,1,2,2.478216285714287,1.368012944444445
10.396,0.315,7.522,1.611,9.778,0.592,1,2,2.6094619999999984,1.6390926666666659
10.484,0.169,7.668,0.231,9.748,0.588,1,2,2.4363748571428565,1.660220444444445
10.484,0.253,7.727,0.279,9.778,0.541,1,2,2.4782162857142866,1.7106818333333338
